customer_id,recencia,frequencia,monetario,r_score,f_score,m_score,rfm_score,segmento
12848.0,616,1,208.0,1,1,1,3,Dormentes
12849.0,209,5,2701.0299999999997,2,2,3,7,Ocasionais
12850.0,386,1,330.0,1,1,1,3,Dormentes
12851.0,37,2,280.76,3,1,1,5,Ocasionais
12852.0,235,1,311.55,2,1,1,4,Ocasionais
12853.0,75,11,3907.5,2,3,3,8,Ocasionais
12854.0,19,7,2970.9700000000003,3,3,3,9,Recorrentes
12855.0,313,4,612.84,2,2,2,6,Ocasionais
12856.0,4,1,392.49,3,1,1,5,Ocasionais
12857.0,151,6,3688.0,2,3,3,8,Ocasionais
12858.0,324,1,147.27,1,1,1,3,Dormentes
12859.0,399,1,575.1,1,1,2,4,Dormentes
12860.0,634,1,54.22,1,1,1,3,Dormentes
12861.0,560,1,68.25,1,1,1,3,Dormentes
12862.0,366,2,984.62,1,1,2,4,Dormentes
12863.0,320,5,2271.35,1,2,3,6,Dormentes
12864.0,79,2,299.57,2,1,1,4,Ocasionais
12867.0,37,12,6835.88,3,3,3,9,Recorrentes
12868.0,126,8,2043.76,2,3,3,8,Ocasionais
12869.0,622,1,337.67,1,1,1,3,Dormentes
12870.0,316,3,1676.95,1,2,3,6,Dormentes
12871.0,25,3,744.02,3,2,2,7,Recorrentes
12872.0,267,12,3283.96,2,3,3,8,Ocasionais
12873.0,223,3,2027.3000000000002,2,2,3,7,Ocasionais
12875.0,84,5,1356.99,2,2,2,6,Ocasionais
12877.0,19,18,2566.7400000000002,3,3,3,9,Recorrentes
12878.0,177,2,854.99,2,1,2,5,Ocasionais
12879.0,22,2,507.7,3,1,2,6,Ocasionais
12880.0,322,2,640.13,1,1,2,4,Dormentes
12881.0,216,1,298.0,2,1,1,4,Ocasionais
12883.0,30,1,291.63,3,1,1,5,Ocasionais
12884.0,29,1,309.05,3,1,1,5,Ocasionais
12885.0,4,3,1175.22,3,2,2,7,Recorrentes
12886.0,8,2,1378.4,3,1,2,6,Ocasionais
12887.0,324,1,222.4,1,1,1,3,Dormentes
12888.0,155,2,354.12,2,1,1,4,Ocasionais
12889.0,322,4,385.46,1,2,1,4,Dormentes
12890.0,328,1,329.3,1,1,1,3,Dormentes
12891.0,126,11,840.5,2,3,2,7,Ocasionais
12892.0,337,1,263.38,1,1,1,3,Dormentes
12894.0,516,1,157.35,1,1,1,3,Dormentes
12895.0,27,1,267.8,3,1,1,5,Ocasionais
12897.0,145,4,514.25,2,2,2,6,Ocasionais
12898.0,404,2,296.21,1,1,1,3,Dormentes
12899.0,354,1,366.4,1,1,1,3,Dormentes
12900.0,363,1,340.33,1,1,1,3,Dormentes
12901.0,22,20,13159.27,3,3,3,9,Recorrentes
12902.0,205,1,138.68,2,1,1,4,Ocasionais
12903.0,369,1,833.53,1,1,2,4,Dormentes
12904.0,113,1,244.69,2,1,1,4,Ocasionais
12905.0,517,2,1018.42,1,1,2,4,Dormentes
12906.0,19,2,1936.59,3,1,3,7,Ocasionais
12907.0,336,2,508.90999999999997,1,1,2,4,Dormentes
12908.0,117,5,1776.0,2,2,3,7,Ocasionais
12909.0,28,7,2781.87,3,3,3,9,Recorrentes
12910.0,5,11,5338.06,3,3,3,9,Recorrentes
12911.0,492,1,1651.72,1,1,3,5,Dormentes
12913.0,223,11,4666.0,2,3,3,8,Ocasionais
12914.0,341,1,223.98,1,1,1,3,Dormentes
12915.0,89,4,975.1,2,2,2,6,Ocasionais
12916.0,79,7,4479.73,2,3,3,8,Ocasionais
12917.0,69,6,4359.2,2,3,3,8,Ocasionais
12918.0,567,1,10953.5,1,1,3,5,Dormentes
12919.0,57,3,441.65,3,2,2,7,Recorrentes
12920.0,512,3,323.86,1,2,1,4,Dormentes
12921.0,25,64,30042.13,3,3,3,9,Recorrentes
12922.0,102,1,405.38,2,1,1,4,Ocasionais
12923.0,5,3,770.42,3,2,2,7,Recorrentes
12924.0,29,12,2469.4,3,3,3,9,Recorrentes
12925.0,15,2,403.59000000000003,3,1,1,5,Ocasionais
12926.0,352,4,1523.97,1,2,3,6,Dormentes
12927.0,335,1,197.31,1,1,1,3,Dormentes
12928.0,88,10,3378.33,2,3,3,8,Ocasionais
12929.0,252,1,117.85,2,1,1,4,Ocasionais
12930.0,19,2,415.8,3,1,1,5,Ocasionais
12931.0,8,54,84731.44,3,3,3,9,Recorrentes
12932.0,480,8,1698.56,1,3,3,7,Dormentes
12933.0,112,7,1386.5900000000001,2,3,2,7,Ocasionais
12934.0,677,1,181.65,1,1,1,3,Dormentes
12935.0,50,12,3618.5,3,3,3,9,Recorrentes
12936.0,19,1,798.46,3,1,2,6,Ocasionais
12937.0,12,8,2419.7799999999997,3,3,3,9,Recorrentes
12939.0,5,20,25264.8,3,3,3,9,Recorrentes
12940.0,28,1,361.27,3,1,1,5,Ocasionais
12941.0,665,1,377.49,1,1,1,3,Dormentes
12942.0,72,3,675.6,2,2,2,6,Ocasionais
12943.0,499,2,496.5,1,1,2,4,Dormentes
12944.0,295,1,286.95,2,1,1,4,Ocasionais
12945.0,229,2,900.11,2,1,2,5,Ocasionais
12946.0,377,1,324.45,1,1,1,3,Dormentes
12947.0,84,6,1603.99,2,3,3,8,Ocasionais
12948.0,46,6,1676.44,3,3,3,9,Recorrentes
12949.0,55,21,14808.9,3,3,3,9,Recorrentes
12951.0,114,14,2901.43,2,3,3,8,Ocasionais
12952.0,19,1,731.54,3,1,2,6,Ocasionais
12953.0,463,1,498.96,1,1,2,4,Dormentes
12954.0,579,1,162.45,1,1,1,3,Dormentes
12955.0,33,6,1843.3600000000001,3,3,3,9,Recorrentes
12956.0,247,4,521.89,2,2,2,6,Ocasionais
12957.0,12,11,7330.150000000001,3,3,3,9,Recorrentes
12958.0,341,2,467.34,1,1,2,4,Dormentes
12959.0,425,1,150.95,1,1,1,3,Dormentes
12960.0,354,4,1322.07,1,2,2,5,Dormentes
12961.0,320,1,211.99,1,1,1,3,Dormentes
12962.0,54,1,170.54,3,1,1,5,Ocasionais
12963.0,25,6,1998.8700000000001,3,3,3,9,Recorrentes
12964.0,378,1,132.24,1,1,1,3,Dormentes
12965.0,30,1,769.81,3,1,2,6,Ocasionais
12967.0,299,3,2938.52,2,2,3,7,Ocasionais
12968.0,53,1,135.95,3,1,1,5,Ocasionais
12969.0,543,1,122.45,1,1,1,3,Dormentes
12970.0,263,8,1071.93,2,3,2,7,Ocasionais
12971.0,6,99,13502.73,3,3,3,9,Recorrentes
12972.0,354,4,1161.2,1,2,2,5,Dormentes
12973.0,354,1,385.55,1,1,1,3,Dormentes
12974.0,138,2,408.95,2,1,1,4,Ocasionais
12975.0,377,6,2100.09,1,3,3,7,Dormentes
12976.0,152,8,3156.38,2,3,3,8,Ocasionais
12977.0,97,4,513.88,2,2,2,6,Ocasionais
12978.0,326,5,2502.82,1,2,3,6,Dormentes
12980.0,98,21,16245.78,2,3,3,8,Ocasionais
12981.0,74,1,187.18,2,1,1,4,Ocasionais
12982.0,183,8,2744.81,2,3,3,8,Ocasionais
12983.0,539,1,490.08,1,1,2,4,Dormentes
12986.0,369,10,2729.84,1,3,3,7,Dormentes
12987.0,14,5,1312.21,3,2,2,7,Recorrentes
12988.0,233,1,505.82,2,1,2,5,Ocasionais
12989.0,7,29,12585.26,3,3,3,9,Recorrentes
12990.0,126,6,809.9,2,3,2,7,Ocasionais
12991.0,53,2,564.62,3,1,2,6,Ocasionais
12992.0,666,1,93.35,1,1,1,3,Dormentes
12993.0,61,7,1217.27,2,3,2,7,Ocasionais
12994.0,61,2,645.47,2,1,2,5,Ocasionais
12995.0,26,1,211.32,3,1,1,5,Ocasionais
12996.0,316,1,355.5,1,1,1,3,Dormentes
12997.0,29,7,1800.41,3,3,3,9,Recorrentes
12998.0,433,3,920.0799999999999,1,2,2,5,Dormentes
12999.0,137,3,455.88,2,2,2,6,Ocasionais
13000.0,47,4,1032.5,3,2,2,7,Recorrentes
13001.0,99,31,22839.25,2,3,3,8,Ocasionais
13002.0,259,3,414.13,2,2,1,5,Ocasionais
13003.0,46,3,149.05,3,2,1,6,Recorrentes
13004.0,4,33,10603.94,3,3,3,9,Recorrentes
13005.0,114,4,999.6800000000001,2,2,2,6,Ocasionais
13007.0,520,1,175.25,1,1,1,3,Dormentes
13008.0,264,3,612.13,2,2,2,6,Ocasionais
13009.0,613,1,234.0,1,1,1,3,Dormentes
13010.0,315,2,330.12,1,1,1,3,Dormentes
13011.0,313,1,50.55,2,1,1,4,Ocasionais
13012.0,19,8,2501.83,3,3,3,9,Recorrentes
13013.0,5,26,10189.39,3,3,3,9,Recorrentes
13014.0,15,7,4336.43,3,3,3,9,Recorrentes
13015.0,138,10,5003.18,2,3,3,8,Ocasionais
13016.0,14,3,789.89,3,2,2,7,Recorrentes
13018.0,5,29,8575.8,3,3,3,9,Recorrentes
13019.0,320,6,1229.95,1,3,2,6,Dormentes
13020.0,503,2,618.96,1,1,2,4,Dormentes
13021.0,11,14,3890.1400000000003,3,3,3,9,Recorrentes
13023.0,5,3,1449.03,3,2,3,8,Recorrentes
13024.0,411,2,555.87,1,1,2,4,Dormentes
13025.0,672,1,323.39,1,1,1,3,Dormentes
13026.0,33,7,1361.92,3,3,2,8,Recorrentes
13027.0,54,19,17239.2,3,3,3,9,Recorrentes
13029.0,79,4,1453.0,2,2,3,7,Ocasionais
13030.0,309,1,402.36,2,1,1,4,Ocasionais
13031.0,348,5,3292.84,1,2,3,6,Dormentes
13032.0,28,8,2302.08,3,3,3,9,Recorrentes
13033.0,298,2,220.55,2,1,1,4,Ocasionais
13034.0,310,2,279.91,2,1,1,4,Ocasionais
13035.0,14,3,1364.2,3,2,2,7,Recorrentes
13036.0,625,1,307.1,1,1,1,3,Dormentes
13037.0,79,12,3914.95,2,3,3,8,Ocasionais
13038.0,21,3,908.46,3,2,2,7,Recorrentes
13039.0,525,4,1010.73,1,2,2,5,Dormentes
13041.0,391,4,799.13,1,2,2,5,Dormentes
13042.0,539,3,1488.59,1,2,3,6,Dormentes
13043.0,214,1,516.42,2,1,2,5,Ocasionais
13044.0,232,11,4848.05,2,3,3,8,Ocasionais
13045.0,40,3,808.92,3,2,2,7,Recorrentes
13046.0,207,2,517.66,2,1,2,5,Ocasionais
13047.0,68,22,7873.0,2,3,3,8,Ocasionais
13048.0,54,8,3588.27,3,3,3,9,Recorrentes
13049.0,5,4,1408.24,3,2,2,7,Recorrentes
13050.0,47,31,10659.4,3,3,3,9,Recorrentes
13051.0,519,2,155.8,1,1,1,3,Dormentes
13052.0,153,7,3119.33,2,3,3,8,Ocasionais
13053.0,562,1,127.65,1,1,1,3,Dormentes
13055.0,19,4,2321.11,3,2,3,8,Recorrentes
13056.0,492,1,209.48,1,1,1,3,Dormentes
13057.0,471,3,709.59,1,2,2,5,Dormentes
13058.0,92,1,47.55,2,1,1,4,Ocasionais
13059.0,190,10,2291.77,2,3,3,8,Ocasionais
13060.0,194,1,307.53,2,1,1,4,Ocasionais
13061.0,13,1,248.61,3,1,1,5,Ocasionais
13062.0,132,1,346.98,2,1,1,4,Ocasionais
13063.0,421,1,188.4,1,1,1,3,Dormentes
13064.0,29,5,1403.58,3,2,2,7,Recorrentes
13065.0,314,5,1055.05,1,2,2,5,Dormentes
13067.0,23,3,508.51,3,2,2,7,Recorrentes
13068.0,260,1,165.0,2,1,1,4,Ocasionais
13069.0,40,34,8723.03,3,3,3,9,Recorrentes
13070.0,133,4,751.7,2,2,2,6,Ocasionais
13071.0,553,1,129.22,1,1,1,3,Dormentes
13072.0,207,1,177.15,2,1,1,4,Ocasionais
13073.0,352,2,418.08,1,1,2,4,Dormentes
13074.0,452,4,1378.74,1,2,2,5,Dormentes
13075.0,70,1,919.61,2,1,2,5,Ocasionais
13076.0,398,1,135.4,1,1,1,3,Dormentes
13077.0,231,10,2588.82,2,3,3,8,Ocasionais
13078.0,5,50,25562.65,3,3,3,9,Recorrentes
13079.0,16,4,371.48,3,2,1,6,Recorrentes
13080.0,120,4,280.73,2,2,1,5,Ocasionais
13081.0,84,25,47371.11,2,3,3,8,Ocasionais
13082.0,67,21,7335.75,2,3,3,8,Ocasionais
13083.0,16,2,284.07,3,1,1,5,Ocasionais
13084.0,432,1,122.4,1,1,1,3,Dormentes
13085.0,98,8,2433.28,2,3,3,8,Ocasionais
13086.0,323,1,439.33,1,1,2,4,Dormentes
13087.0,667,1,313.64,1,1,1,3,Dormentes
13088.0,358,1,236.11,1,1,1,3,Dormentes
13089.0,5,187,101348.45,3,3,3,9,Recorrentes
13090.0,5,20,9995.01,3,3,3,9,Recorrentes
13091.0,670,2,1976.0,1,1,3,5,Dormentes
13092.0,11,12,2140.28,3,3,3,9,Recorrentes
13093.0,216,55,54144.25,2,3,3,8,Ocasionais
13094.0,21,12,2056.8,3,3,3,9,Recorrentes
13095.0,11,1,74.4,3,1,1,5,Ocasionais
13096.0,335,1,419.7,1,1,2,4,Dormentes
13097.0,18,27,12792.96,3,3,3,9,Recorrentes
13098.0,1,21,21810.42,3,3,3,9,Recorrentes
13099.0,40,1,207.36,3,1,1,5,Ocasionais
13101.0,175,4,695.4,2,2,2,6,Ocasionais
13102.0,22,33,10248.85,3,3,3,9,Recorrentes
13103.0,378,2,465.70000000000005,1,1,2,4,Dormentes
13104.0,26,7,1189.62,3,3,2,8,Recorrentes
13105.0,377,1,72.0,1,1,1,3,Dormentes
13106.0,74,2,603.46,2,1,2,5,Ocasionais
13107.0,26,8,5128.87,3,3,3,9,Recorrentes
13108.0,313,2,748.46,2,1,2,5,Ocasionais
13109.0,98,2,717.34,2,1,2,5,Ocasionais
13110.0,78,10,2511.04,2,3,3,8,Ocasionais
13111.0,659,1,321.88,1,1,1,3,Dormentes
13112.0,482,1,20.6,1,1,1,3,Dormentes
13113.0,2,34,17246.83,3,3,3,9,Recorrentes
13114.0,671,1,234.38,1,1,1,3,Dormentes
13115.0,125,7,4078.4700000000003,2,3,3,8,Ocasionais
13116.0,79,1,501.14,2,1,2,5,Ocasionais
13117.0,62,17,2112.52,2,3,3,8,Ocasionais
13118.0,149,7,2017.3,2,3,3,8,Ocasionais
13119.0,609,1,134.9,1,1,1,3,Dormentes
13120.0,179,1,30.6,2,1,1,4,Ocasionais
13121.0,210,1,283.73,2,1,1,4,Ocasionais
13122.0,35,2,922.39,3,1,2,6,Ocasionais
13123.0,413,2,506.75,1,1,2,4,Dormentes
13124.0,30,4,4641.66,3,2,3,8,Recorrentes
13125.0,464,1,148.62,1,1,1,3,Dormentes
13126.0,13,11,3061.15,3,3,3,9,Recorrentes
13127.0,18,1,259.17,3,1,1,5,Ocasionais
13128.0,572,1,263.5,1,1,1,3,Dormentes
13129.0,393,2,233.25,1,1,1,3,Dormentes
13130.0,35,1,64.0,3,1,1,5,Ocasionais
13131.0,12,6,3012.67,3,3,3,9,Recorrentes
13132.0,202,1,77.3,2,1,1,4,Ocasionais
13133.0,214,3,200.45000000000002,2,2,1,5,Ocasionais
13134.0,26,6,2475.23,3,3,3,9,Recorrentes
13135.0,137,2,3371.45,2,1,3,6,Ocasionais
13136.0,28,12,5815.030000000001,3,3,3,9,Recorrentes
13137.0,33,13,5871.97,3,3,3,9,Recorrentes
13138.0,21,5,999.51,3,2,2,7,Recorrentes
13139.0,13,5,6722.6,3,2,3,8,Recorrentes
13140.0,49,5,1054.92,3,2,2,7,Recorrentes
13141.0,25,17,7656.08,3,3,3,9,Recorrentes
13143.0,525,1,405.1,1,1,1,3,Dormentes
13144.0,273,2,135.35,2,1,1,4,Ocasionais
13145.0,32,6,1009.72,3,3,2,8,Recorrentes
13147.0,40,1,118.8,3,1,1,5,Ocasionais
13148.0,74,24,7580.57,2,3,3,8,Ocasionais
13149.0,47,3,1132.6200000000001,3,2,2,7,Recorrentes
13150.0,425,3,449.97,1,2,2,5,Dormentes
13151.0,236,3,2465.21,2,2,3,7,Ocasionais
13152.0,358,7,2146.38,1,3,3,7,Dormentes
13154.0,340,3,1624.8400000000001,1,2,3,6,Dormentes
13155.0,20,5,1281.22,3,2,2,7,Recorrentes
13156.0,326,3,1586.54,1,2,3,6,Dormentes
13157.0,82,8,4819.34,2,3,3,8,Ocasionais
13158.0,35,5,1508.18,3,2,3,8,Recorrentes
13159.0,47,2,843.0899999999999,3,1,2,6,Ocasionais
13161.0,254,2,472.13,2,1,2,5,Ocasionais
13162.0,63,16,9275.49,2,3,3,8,Ocasionais
13163.0,551,1,17.65,1,1,1,3,Dormentes
13164.0,510,2,372.20000000000005,1,1,1,3,Dormentes
13165.0,292,2,784.3199999999999,2,1,2,5,Ocasionais
13166.0,224,2,875.9300000000001,2,1,2,5,Ocasionais
13167.0,8,4,993.49,3,2,2,7,Recorrentes
13168.0,140,4,1494.2,2,2,3,7,Ocasionais
13169.0,4,3,840.0799999999999,3,2,2,7,Recorrentes
13171.0,240,1,140.35,2,1,1,4,Ocasionais
13172.0,341,1,69.6,1,1,1,3,Dormentes
13173.0,308,10,2212.11,2,3,3,8,Ocasionais
13174.0,257,11,7286.6,2,3,3,8,Ocasionais
13175.0,523,2,831.4499999999999,1,1,2,4,Dormentes
13177.0,5,2,512.2,3,1,2,6,Ocasionais
13178.0,14,19,13490.45,3,3,3,9,Recorrentes
13179.0,559,1,572.31,1,1,2,4,Dormentes
13180.0,548,1,86.1,1,1,1,3,Dormentes
13181.0,322,1,359.69,1,1,1,3,Dormentes
13183.0,27,13,6163.9800000000005,3,3,3,9,Recorrentes
13184.0,71,9,1472.1,2,3,3,8,Ocasionais
13185.0,208,1,71.4,2,1,1,4,Ocasionais
13186.0,34,2,1301.94,3,1,2,6,Ocasionais
13187.0,278,4,341.36,2,2,1,5,Ocasionais
13189.0,56,1,127.0,3,1,1,5,Ocasionais
13190.0,485,3,570.66,1,2,2,5,Dormentes
13191.0,599,1,164.69,1,1,1,3,Dormentes
13192.0,36,6,2558.58,3,3,3,9,Recorrentes
13193.0,2,1,112.08,3,1,1,5,Ocasionais
13194.0,76,2,472.78,2,1,2,5,Ocasionais
13195.0,355,1,136.73,1,1,1,3,Dormentes
13196.0,25,5,2858.01,3,2,3,8,Recorrentes
13197.0,550,1,373.01,1,1,1,3,Dormentes
13198.0,61,7,4582.17,2,3,3,8,Ocasionais
13199.0,5,53,11417.39,3,3,3,9,Recorrentes
13200.0,15,2,627.01,3,1,2,6,Ocasionais
13201.0,443,4,1233.06,1,2,2,5,Dormentes
13202.0,335,7,1580.3,1,3,3,7,Dormentes
13203.0,61,8,2088.65,2,3,3,8,Ocasionais
13204.0,672,1,966.66,1,1,2,4,Dormentes
13205.0,384,1,2803.2,1,1,3,5,Dormentes
13206.0,341,13,8308.19,1,3,3,7,Dormentes
13207.0,91,3,483.12,2,2,2,6,Ocasionais
13208.0,96,7,1587.47,2,3,3,8,Ocasionais
13209.0,69,10,6773.98,2,3,3,8,Ocasionais
13210.0,34,1,353.48,3,1,1,5,Ocasionais
13211.0,36,9,2307.9900000000002,3,3,3,9,Recorrentes
13212.0,2,2,291.47,3,1,1,5,Ocasionais
13213.0,69,10,3294.82,2,3,3,8,Ocasionais
13214.0,358,7,3264.23,1,3,3,7,Dormentes
13215.0,343,1,81.6,1,1,1,3,Dormentes
13216.0,208,1,333.74,2,1,1,4,Ocasionais
13217.0,63,4,666.48,2,2,2,6,Ocasionais
13218.0,68,1,62.64,2,1,1,4,Ocasionais
13219.0,559,1,76.23,1,1,1,3,Dormentes
13220.0,19,5,1336.09,3,2,2,7,Recorrentes
13221.0,181,2,847.4100000000001,2,1,2,5,Ocasionais
13222.0,518,1,88.5,1,1,1,3,Dormentes
13223.0,141,6,969.12,2,3,2,7,Ocasionais
13224.0,1,2,2155.95,3,1,3,7,Ocasionais
13225.0,1,15,14896.87,3,3,3,9,Recorrentes
13226.0,214,2,312.46,2,1,1,4,Ocasionais
13227.0,142,1,257.7,2,1,1,4,Ocasionais
13228.0,22,1,358.0,3,1,1,5,Ocasionais
13229.0,166,1,160.95,2,1,1,4,Ocasionais
13230.0,79,28,5559.61,2,3,3,8,Ocasionais
13232.0,39,5,1019.05,3,2,2,7,Recorrentes
13233.0,15,4,1176.46,3,2,2,7,Recorrentes
13234.0,613,2,346.5,1,1,1,3,Dormentes
13235.0,153,1,1031.07,2,1,2,5,Ocasionais
13236.0,47,1,439.23,3,1,2,6,Ocasionais
13237.0,328,1,643.0,1,1,2,4,Dormentes
13238.0,104,4,624.75,2,2,2,6,Ocasionais
13239.0,202,5,1594.69,2,2,3,7,Ocasionais
13240.0,37,8,1475.79,3,3,3,9,Recorrentes
13241.0,352,1,112.53,1,1,1,3,Dormentes
13242.0,53,7,699.4,3,3,2,8,Recorrentes
13243.0,144,5,1220.38,2,2,2,6,Ocasionais
13244.0,33,1,121.74,3,1,1,5,Ocasionais
13245.0,373,1,558.72,1,1,2,4,Dormentes
13246.0,117,10,3228.74,2,3,3,8,Ocasionais
13247.0,23,1,305.07,3,1,1,5,Ocasionais
13248.0,65,2,465.68,2,1,2,5,Ocasionais
13249.0,33,9,1608.93,3,3,3,9,Recorrentes
13250.0,401,2,253.09,1,1,1,3,Dormentes
13251.0,343,1,252.68,1,1,1,3,Dormentes
13252.0,335,2,399.29999999999995,1,1,1,3,Dormentes
13253.0,97,4,2951.11,2,2,3,7,Ocasionais
13254.0,317,1,51.41,1,1,1,3,Dormentes
13255.0,314,2,504.95,1,1,2,4,Dormentes
13257.0,377,1,149.75,1,1,1,3,Dormentes
13258.0,146,3,535.47,2,2,2,6,Ocasionais
13259.0,2,9,1402.54,3,3,2,8,Recorrentes
13260.0,2,1,557.62,3,1,2,6,Ocasionais
13261.0,209,2,944.1,2,1,2,5,Ocasionais
13262.0,204,3,573.45,2,2,2,6,Ocasionais
13263.0,7,30,6997.71,3,3,3,9,Recorrentes
13264.0,383,1,722.56,1,1,2,4,Dormentes
13265.0,29,4,1787.3000000000002,3,2,3,8,Recorrentes
13266.0,16,16,5142.13,3,3,3,9,Recorrentes
13267.0,33,32,8027.66,3,3,3,9,Recorrentes
13268.0,25,7,2436.38,3,3,3,9,Recorrentes
13269.0,7,24,7108.94,3,3,3,9,Recorrentes
13270.0,307,1,590.0,2,1,2,5,Ocasionais
13272.0,30,1,140.96,3,1,1,5,Ocasionais
13273.0,54,1,138.98,3,1,1,5,Ocasionais
13274.0,350,1,360.85,1,1,1,3,Dormentes
13275.0,324,2,238.86,1,1,1,3,Dormentes
13276.0,4,5,1891.91,3,2,3,8,Recorrentes
13277.0,57,5,390.8,3,2,1,6,Recorrentes
13278.0,340,3,893.12,1,2,2,5,Dormentes
13279.0,19,1,137.75,3,1,1,5,Ocasionais
13280.0,63,7,2293.33,2,3,3,8,Ocasionais
13281.0,380,1,350.85,1,1,1,3,Dormentes
13282.0,103,3,954.15,2,2,2,6,Ocasionais
13283.0,126,3,305.20000000000005,2,2,1,5,Ocasionais
13284.0,271,1,201.19,2,1,1,4,Ocasionais
13285.0,102,5,2625.57,2,2,3,7,Ocasionais
13286.0,541,1,734.91,1,1,2,4,Dormentes
13287.0,544,3,781.59,1,2,2,5,Dormentes
13288.0,384,5,927.61,1,2,2,5,Dormentes
13289.0,664,1,307.95,1,1,1,3,Dormentes
13290.0,379,1,208.63,1,1,1,3,Dormentes
13291.0,96,11,3270.79,2,3,3,8,Ocasionais
13292.0,225,4,665.14,2,2,2,6,Ocasionais
13293.0,333,6,1192.94,1,3,2,6,Dormentes
13294.0,130,3,1689.53,2,2,3,7,Ocasionais
13295.0,300,4,1101.97,2,2,2,6,Ocasionais
13296.0,78,6,792.51,2,3,2,7,Ocasionais
13297.0,8,4,3594.1500000000005,3,2,3,8,Recorrentes
13299.0,209,3,1218.7,2,2,2,6,Ocasionais
13300.0,110,3,1285.51,2,2,2,6,Ocasionais
13301.0,44,4,618.09,3,2,2,7,Recorrentes
13302.0,96,2,159.2,2,1,1,4,Ocasionais
13303.0,341,1,61.72,1,1,1,3,Dormentes
13304.0,292,4,1217.99,2,2,2,6,Ocasionais
13305.0,33,14,3086.8,3,3,3,9,Recorrentes
13306.0,371,1,53.65,1,1,1,3,Dormentes
13307.0,61,3,273.34000000000003,2,2,1,5,Ocasionais
13308.0,144,2,1099.81,2,1,2,5,Ocasionais
13309.0,29,4,1177.72,3,2,2,7,Recorrentes
13310.0,147,4,1226.8200000000002,2,2,2,6,Ocasionais
13311.0,91,1,490.11,2,1,2,5,Ocasionais
13312.0,392,1,124.75,1,1,1,3,Dormentes
13313.0,82,10,2808.34,2,3,3,8,Ocasionais
13314.0,4,2,589.47,3,1,2,6,Ocasionais
13315.0,630,1,310.26,1,1,1,3,Dormentes
13316.0,20,9,11426.65,3,3,3,9,Recorrentes
13317.0,7,19,6486.09,3,3,3,9,Recorrentes
13319.0,7,53,18726.25,3,3,3,9,Recorrentes
13320.0,19,6,2211.6,3,3,3,9,Recorrentes
13321.0,13,2,567.36,3,1,2,6,Ocasionais
13323.0,25,1,120.3,3,1,1,5,Ocasionais
13324.0,30,17,9829.35,3,3,3,9,Recorrentes
13325.0,22,1,675.3,3,1,2,6,Ocasionais
13326.0,373,1,281.76,1,1,1,3,Dormentes
13327.0,53,19,8245.46,3,3,3,9,Recorrentes
13328.0,257,1,1308.48,2,1,2,5,Ocasionais
13329.0,307,7,4323.97,2,3,3,8,Ocasionais
13330.0,33,6,2796.1,3,3,3,9,Recorrentes
13331.0,342,1,262.4,1,1,1,3,Dormentes
13333.0,352,3,1015.7400000000001,1,2,2,5,Dormentes
13334.0,23,5,6201.8,3,2,3,8,Recorrentes
13336.0,18,1,795.12,3,1,2,6,Ocasionais
13337.0,487,1,1575.26,1,1,3,5,Dormentes
13338.0,98,4,2445.62,2,2,3,7,Ocasionais
13339.0,141,1,860.12,2,1,2,5,Ocasionais
